lon	lat	e_mm_day	n_mm_day	u_mm_day	hor_mm_day
  -1.0723354e+02   3.7997987e+01  -4.2007774e-02   6.0522830e-02  -6.5016545e-01   7.3672695e-02
  -1.0723356e+02   3.7998438e+01   2.9223416e-02  -5.5484359e-02  -6.6431508e-01   6.2709824e-02
  -1.0723357e+02   3.7998888e+01  -3.8101133e-02  -4.4523320e-02  -6.4785936e-01   5.8600532e-02
  -1.0723359e+02   3.7999339e+01  -8.3511556e-02   1.4366536e-02  -3.1306316e-01   8.4738287e-02
  -1.0723360e+02   3.7999789e+01  -5.9803448e-02  -1.1303683e-02  -4.4191827e-01   6.0862350e-02
  -1.0723361e+02   3.8000240e+01  -1.2530243e-01  -2.8586365e-02  -5.6029533e-01   1.2852190e-01
  -1.0723363e+02   3.8000691e+01   4.0494728e-01  -2.9531411e-01  -2.8215397e+00   5.0119130e-01
  -1.0723364e+02   3.8001141e+01  -2.6107576e-02  -8.1001831e-02  -1.1634161e+00   8.5105242e-02
  -1.0723365e+02   3.8001592e+01  -6.0218234e-02  -8.6543737e-02  -7.5097997e-01   1.0543270e-01
  -1.0723367e+02   3.8002042e+01  -1.7019898e-01  -5.5360584e-02  -7.2239712e-01   1.7897622e-01
  -1.0723368e+02   3.8002493e+01  -1.7724656e-02  -7.7444760e-02  -5.9292063e-01   7.9447180e-02
  -1.0723369e+02   3.8002943e+01  -8.8863444e-02  -1.0980229e-01  -4.1524332e-01   1.4125599e-01
  -1.0723371e+02   3.8003394e+01  -2.0759529e-01  -3.7085991e-01  -1.2300816e+00   4.2500927e-01
  -1.0723372e+02   3.8003844e+01  -6.0655128e-02  -3.2924573e-01  -8.5922701e-01   3.3478619e-01
  -1.0723374e+02   3.8004295e+01  -2.8475253e-01  -1.5946027e-01   1.5376266e-01   3.2636112e-01
  -1.0723379e+02   3.8006097e+01  -1.6245955e-01   1.1042929e-02   8.5443963e-02   1.6283443e-01
  -1.0723380e+02   3.8006548e+01   8.5984830e-01  -1.1316991e+00  -2.8458585e+00   1.4212959e+00
  -1.0723382e+02   3.8006998e+01   3.9802697e-02  -4.6180168e-01   3.8134294e-01   4.6351381e-01
  -1.0723254e+02   3.7983580e+01  -2.5240175e-01   6.5746804e-01   3.9745344e-01   7.0425199e-01
  -1.0723255e+02   3.7984031e+01   1.6022451e-01   2.0288152e-01  -3.3738361e-01   2.5852042e-01
  -1.0723256e+02   3.7984482e+01   2.6960346e-01  -1.0745583e-01   9.2200589e-02   2.9022884e-01
  -1.0723258e+02   3.7984932e+01   6.7692529e-01  -2.2135079e-01  -5.5275998e-01   7.1219661e-01
  -1.0723259e+02   3.7985383e+01   3.7198454e-01   4.4235345e-02  -1.0687385e+00   3.7460548e-01
  -1.0723260e+02   3.7985833e+01   1.9556929e-01   5.7665888e-02  -4.1286386e-01   2.0389385e-01
  -1.0723262e+02   3.7986284e+01   1.6738652e-01  -6.4353537e-02  -7.1203599e-01   1.7933105e-01
  -1.0723263e+02   3.7986734e+01   5.3962373e-01  -2.5394490e-01  -1.4058764e+00   5.9639063e-01
  -1.0723264e+02   3.7987185e+01   1.0067624e-01  -1.4543002e-01  -1.0611265e+00   1.7687735e-01
  -1.0723266e+02   3.7987635e+01   1.8426798e-01   1.7828958e-01  -1.1544820e+00   2.5640176e-01
  -1.0723267e+02   3.7988086e+01   3.8760333e-02   1.0823067e-01  -7.8272807e-01   1.1496191e-01
  -1.0723269e+02   3.7988536e+01   1.0271673e-01   1.8192267e-02   7.3945300e-01   1.0431531e-01
  -1.0723270e+02   3.7988987e+01  -1.5080938e-02   6.2953430e-02  -2.8031060e-01   6.4734605e-02
  -1.0723271e+02   3.7989438e+01   1.1040267e-01  -6.3127240e-02  -3.8792687e-01   1.2717625e-01
  -1.0723273e+02   3.7989888e+01   1.0936191e-01  -1.3090834e-02  -5.9569369e-01   1.1014262e-01
  -1.0723274e+02   3.7990339e+01   7.1138501e-02  -8.7721176e-02  -7.4946169e-01   1.1294110e-01
  -1.0723275e+02   3.7990789e+01  -2.5736978e-02  -4.7740189e-02  -1.4326777e+00   5.4235761e-02
  -1.0723277e+02   3.7991240e+01  -2.9932292e-02  -8.7310364e-02  -1.1741159e+00   9.2298656e-02
  -1.0723279e+02   3.7992141e+01  -1.8249704e-01   9.4742602e-01  -2.0670097e-01   9.6484259e-01
  -1.0723281e+02   3.7992591e+01   3.4047177e-01   3.4212229e-01  -1.4647233e+00   4.8266830e-01
  -1.0723282e+02   3.7993042e+01  -8.1551698e-02   1.3579079e-01  -2.5758168e-01   1.5839766e-01
  -1.0723284e+02   3.7993493e+01   9.7358832e-05  -4.6334639e-02  -3.9440406e-01   4.6334742e-02
  -1.0723285e+02   3.7993943e+01   2.5338341e-02   2.3880609e-02  -6.0939711e-01   3.4818314e-02
  -1.0723286e+02   3.7994394e+01  -1.0297406e-01  -1.3850718e-01  -3.3329975e-01   1.7259171e-01
  -1.0723288e+02   3.7994844e+01   8.9325906e-02  -8.1293522e-02  -1.1560763e+00   1.2077978e-01
  -1.0723289e+02   3.7995295e+01   9.7888224e-02  -3.1328615e-04  -1.2941460e+00   9.7888725e-02
  -1.0723290e+02   3.7995745e+01   3.2906531e-02  -8.3246559e-02  -1.2585175e+00   8.9514409e-02
  -1.0723292e+02   3.7996196e+01   2.6286420e-01   6.6417941e-02  -1.7463646e+00   2.7112530e-01
  -1.0723293e+02   3.7996646e+01   5.4412318e-02  -4.7375364e-02  -1.3399658e+00   7.2146555e-02
  -1.0723295e+02   3.7997097e+01  -1.0171459e-02  -5.2518020e-02  -1.0290371e+00   5.3493934e-02
  -1.0723296e+02   3.7997548e+01   8.8188231e-02  -4.3091108e-03  -1.2834868e+00   8.8293445e-02
  -1.0723297e+02   3.7997998e+01  -2.3341689e-01  -5.6088849e-02  -8.2171823e-01   2.4006125e-01
  -1.0723299e+02   3.7998449e+01  -2.9756703e-01  -8.1693386e-02  -1.4853797e+00   3.0857730e-01
  -1.0723300e+02   3.7998899e+01   3.4788219e-02   5.8455936e-02  -7.7141298e-01   6.8024383e-02
  -1.0723301e+02   3.7999350e+01  -9.3330387e-02  -5.5137643e-02  -7.8572605e-01   1.0840074e-01
  -1.0723303e+02   3.7999800e+01   7.7286970e-02  -1.6197989e-01  -5.6309742e-01   1.7947356e-01
  -1.0723304e+02   3.8000251e+01  -3.4891795e-01   3.4618850e-01   1.2817176e+00   4.9151827e-01
  -1.0723305e+02   3.8000701e+01  -1.2878747e-02  -3.1236811e-01  -1.0322728e+00   3.1263349e-01
  -1.0723307e+02   3.8001152e+01  -1.3274298e-01  -1.1429858e-01  -9.8368374e-01   1.7517096e-01
  -1.0723308e+02   3.8001603e+01  -7.3065888e-02  -1.6549195e-01  -8.2897214e-01   1.8090387e-01
  -1.0723310e+02   3.8002053e+01  -7.8243819e-02  -1.8933759e-02  -7.8884768e-01   8.0502064e-02
  -1.0723311e+02   3.8002504e+01  -5.4082512e-02  -3.7346917e-01  -4.8484783e-01   3.7736473e-01
  -1.0723312e+02   3.8002954e+01  -1.6951170e-01  -8.5590165e-03  -9.5853996e-01   1.6972764e-01
  -1.0723314e+02   3.8003405e+01  -5.8930058e-02  -1.4778180e-01  -3.9030827e-01   1.5909812e-01
  -1.0723315e+02   3.8003855e+01  -5.7886525e-02  -3.2632297e-01  -6.5305286e-01   3.3141746e-01
  -1.0723320e+02   3.8005658e+01   4.3318772e-01   4.6389772e-01   1.1183138e+00   6.3470678e-01
  -1.0723322e+02   3.8006108e+01   9.8869202e-02  -1.1476426e-02  -4.0879662e-01   9.9533047e-02
  -1.0723323e+02   3.8006559e+01   2.9547598e-01  -7.1662009e-01  -1.0168289e+00   7.7514541e-01
  -1.0723325e+02   3.8007009e+01   5.8419691e-02  -2.0965940e-01  -8.7295386e-01   2.1764633e-01
  -1.0723198e+02   3.7984042e+01   1.5079344e-01  -6.4632725e-03  -5.6463763e-01   1.5093189e-01
  -1.0723199e+02   3.7984492e+01   2.9311938e-01  -2.8908472e-01  -6.2664858e-01   4.1169036e-01
  -1.0723200e+02   3.7984943e+01   1.3683013e+00  -6.7853496e-01   1.0059480e+00   1.5273042e+00
  -1.0723202e+02   3.7985393e+01  -2.6698100e-01   3.1872489e-01   3.5843811e-01   4.1576966e-01
  -1.0723203e+02   3.7985844e+01  -4.4212076e-01   1.1738855e-01   6.0517594e-01   4.5743944e-01
  -1.0723205e+02   3.7986295e+01   2.7895717e-01   3.8671194e-02  -4.5863254e-01   2.8162487e-01
  -1.0723206e+02   3.7986745e+01   3.3598064e-01  -7.6129598e-03  -1.0541510e+00   3.3606688e-01
  -1.0723207e+02   3.7987196e+01   2.8158171e-01  -1.2197297e-02  -6.6374639e-01   2.8184576e-01
  -1.0723209e+02   3.7987646e+01   2.3291877e-01  -8.5027309e-03  -8.3512678e-01   2.3307391e-01
  -1.0723210e+02   3.7988097e+01   9.8548754e-02   2.3002953e-02  -7.1377503e-01   1.0119779e-01
  -1.0723211e+02   3.7988547e+01   1.4265972e-02   5.1303619e-02  -8.3433244e-01   5.3250158e-02
  -1.0723213e+02   3.7988998e+01   7.4507124e-02  -6.1095187e-03  -3.1908261e-02   7.4757192e-02
  -1.0723214e+02   3.7989448e+01   4.1310019e-02   2.1180366e-02  -4.5909741e-01   4.6423330e-02
  -1.0723216e+02   3.7989899e+01   8.1840247e-02  -3.6792062e-02  -5.1437138e-01   8.9730049e-02
  -1.0723217e+02   3.7990350e+01   6.7263735e-02  -3.8021012e-02  -5.0178943e-01   7.7265823e-02
  -1.0723218e+02   3.7990800e+01   1.2458599e-02  -1.1849779e-01  -7.7180142e-01   1.1915093e-01
  -1.0723220e+02   3.7991251e+01   5.6716287e-01  -1.0397945e+00  -2.7409316e+00   1.1844181e+00
  -1.0723221e+02   3.7991701e+01  -5.7931495e-01  -7.0827866e-01  -5.7127294e-01   9.1502157e-01
  -1.0723222e+02   3.7992152e+01  -5.5614999e-02  -3.1742345e-02  -9.9543287e-01   6.4035963e-02
  -1.0723224e+02   3.7992602e+01  -1.5501991e-01  -1.1191125e-02  -1.8378073e-01   1.5542333e-01
  -1.0723225e+02   3.7993053e+01  -1.0557820e-01  -2.0146397e-01  -7.1604466e-01   2.2745217e-01
  -1.0723226e+02   3.7993503e+01  -2.2525440e-03  -2.7674498e-02  -3.6361858e-01   2.7766019e-02
  -1.0723228e+02   3.7993954e+01   9.1192905e-02  -4.0060529e-02  -3.5918650e-01   9.9604176e-02
  -1.0723229e+02   3.7994405e+01  -6.6732813e-02  -1.1067970e-01  -1.1197328e+00   1.2924111e-01
  -1.0723231e+02   3.7994855e+01   1.5329407e-01  -6.9238568e-02  -1.1535610e+00   1.6820538e-01
  -1.0723232e+02   3.7995306e+01  -1.1900546e-03   6.5736445e-03  -1.2088830e+00   6.6804963e-03
  -1.0723233e+02   3.7995756e+01   1.2502369e-01   7.5115197e-02  -1.3152450e-01   1.4585341e-01
  -1.0723235e+02   3.7996207e+01  -8.5223023e-03  -5.3074530e-02  -1.3285736e+00   5.3754399e-02
  -1.0723236e+02   3.7996657e+01  -1.0616819e-02  -1.3074989e-01  -1.0860589e+00   1.3118022e-01
  -1.0723237e+02   3.7997108e+01   9.9543574e-02  -4.1486270e-02  -1.4229749e+00   1.0784263e-01
  -1.0723239e+02   3.7997558e+01   3.6518338e-02  -8.4469243e-02  -1.0808644e+00   9.2025225e-02
  -1.0723240e+02   3.7998009e+01  -2.4150577e-01  -1.1529055e-01  -1.9651804e+00   2.6761343e-01
  -1.0723241e+02   3.7998460e+01  -5.6462197e-01  -2.7961178e-02  -2.5563599e+00   5.6531390e-01
  -1.0723243e+02   3.7998910e+01  -1.9138989e-01  -7.5065062e-02  -1.4192717e+00   2.0558418e-01
  -1.0723244e+02   3.7999361e+01  -6.9459807e-02  -5.4820680e-02  -1.3245208e+00   8.8487127e-02
  -1.0723246e+02   3.7999811e+01   2.0059037e-01   2.4361564e-01  -1.3081714e+00   3.1557103e-01
  -1.0723247e+02   3.8000262e+01   2.8759913e-01  -3.3537637e-01  -1.9033792e+00   4.4180376e-01
  -1.0723248e+02   3.8000712e+01  -1.6449350e-01  -7.1677363e-02  -7.1602550e-01   1.7943176e-01
  -1.0723250e+02   3.8001163e+01  -3.0110630e-02   1.0472397e-01  -8.8245412e-01   1.0896679e-01
  -1.0723251e+02   3.8001613e+01  -3.9663893e-02  -7.3021101e-02  -5.8634228e-01   8.3098169e-02
  -1.0723252e+02   3.8002064e+01  -1.2918161e-01  -1.6063695e-01  -6.9403382e-01   2.0613616e-01
  -1.0723254e+02   3.8002514e+01   1.3939950e-01  -2.4632493e-01  -2.4587639e-01   2.8303390e-01
  -1.0723255e+02   3.8002965e+01  -1.1942548e-02   8.9777193e-02  -7.2578835e-01   9.0568035e-02
  -1.0723256e+02   3.8003416e+01  -3.5891809e-02  -1.0850296e-01  -5.7251041e-01   1.1428523e-01
  -1.0723258e+02   3.8003866e+01  -2.8778309e-01   1.7173087e-03  -2.2550308e-02   2.8778822e-01
  -1.0723259e+02   3.8004317e+01  -2.1812336e-01  -7.1252621e-01  -6.4492776e-01   7.4516535e-01
  -1.0723261e+02   3.8004767e+01   1.2072694e-01  -1.9989803e-01  -4.4706100e-01   2.3352563e-01
  -1.0723262e+02   3.8005218e+01   1.9397175e-01  -2.5712625e-01  -6.7709266e-01   3.2208531e-01
  -1.0723263e+02   3.8005668e+01   7.6296556e-02  -6.3895157e-02  -4.5223452e-01   9.9517614e-02
  -1.0723265e+02   3.8006119e+01   7.8374455e-02  -1.0911939e-01  -2.1807306e-01   1.3434879e-01
  -1.0723266e+02   3.8006569e+01  -1.3386832e-01  -1.7574747e-01  -9.3207105e-03   2.2092510e-01
  -1.0723267e+02   3.8007020e+01   8.1009593e-02  -1.6133120e-01  -7.4277606e-01   1.8052787e-01
  -1.0723269e+02   3.8007471e+01  -6.8551013e-01   4.6325407e-01  -3.1997098e+00   8.2736236e-01
  -1.0723141e+02   3.7984053e+01   4.0339569e-01  -2.3467766e-02  -1.1277385e+00   4.0407774e-01
  -1.0723142e+02   3.7984503e+01   1.7015270e-01  -1.3229611e-01  -4.1812364e-01   2.1553237e-01
  -1.0723143e+02   3.7984954e+01   7.9775735e-01  -1.8477436e-01  -1.8719904e+00   8.1887627e-01
  -1.0723145e+02   3.7985404e+01   7.0993482e-01   6.4983076e-01   9.4858977e-01   9.6243829e-01
  -1.0723146e+02   3.7985855e+01   2.3802582e+00   3.2242184e-02  -3.6584800e+00   2.3804765e+00
  -1.0723147e+02   3.7986305e+01   7.4757133e-01   9.2735676e-02  -1.3397277e+00   7.5330126e-01
  -1.0723149e+02   3.7986756e+01   1.4012013e-01   4.9586175e-02  -7.2515422e-01   1.4863525e-01
  -1.0723150e+02   3.7987207e+01   3.1196137e-01   1.2438733e-01  -6.7061308e-01   3.3584536e-01
  -1.0723152e+02   3.7987657e+01   1.1563437e-01   2.0184939e-01  -1.5099638e+00   2.3262520e-01
  -1.0723153e+02   3.7988108e+01   2.7239902e-01  -1.0066582e-01  -5.7340481e-01   2.9040460e-01
  -1.0723154e+02   3.7988558e+01   2.0399636e-01  -1.5620182e-02  -5.7361895e-01   2.0459351e-01
  -1.0723156e+02   3.7989009e+01   2.6867743e-01   2.4856198e-02  -4.2413950e-01   2.6982475e-01
  -1.0723157e+02   3.7989459e+01   4.5345333e-02   6.8463810e-02  -5.1229571e-01   8.2118771e-02
  -1.0723158e+02   3.7989910e+01   8.7905691e-02  -2.1072468e-02  -4.3180799e-01   9.0396125e-02
  -1.0723160e+02   3.7990360e+01   6.8755405e-02  -1.0788095e-02  -4.1991675e-01   6.9596615e-02
  -1.0723161e+02   3.7990811e+01   6.2519097e-02  -4.9876982e-02  -7.6682480e-01   7.9977189e-02
  -1.0723162e+02   3.7991262e+01   1.1263334e-01  -2.3807011e-01  -1.4872291e+00   2.6336979e-01
  -1.0723164e+02   3.7991712e+01   2.4754184e-01   1.0787862e-02  -8.4008404e-01   2.4777679e-01
  -1.0723165e+02   3.7992163e+01  -8.3332588e-02  -4.3021162e-01  -1.2965541e+00   4.3820812e-01
  -1.0723167e+02   3.7992613e+01  -6.9721645e-02   1.7564473e-02  -7.8043230e-01   7.1900059e-02
  -1.0723168e+02   3.7993064e+01   2.6322949e-02   4.7580173e-02  -6.4215219e-01   5.4376194e-02
  -1.0723169e+02   3.7993514e+01  -6.1070234e-02  -6.0049365e-02  -9.0394244e-01   8.5647532e-02
  -1.0723171e+02   3.7993965e+01   4.3298746e-02  -3.7620585e-02  -4.9409046e-01   5.7359305e-02
  -1.0723172e+02   3.7994415e+01   2.2109701e-01  -3.0077132e-01  -1.0844392e+00   3.7329248e-01
  -1.0723173e+02   3.7994866e+01   3.3087067e-01  -1.4892589e-01  -1.0316611e+00   3.6284200e-01
  -1.0723175e+02   3.7995317e+01   1.3699500e-02  -7.6349816e-02  -6.9409729e-01   7.7569135e-02
  -1.0723176e+02   3.7995767e+01   6.0378250e-02   3.4518695e-03  -5.6918678e-01   6.0476843e-02
  -1.0723177e+02   3.7996218e+01   3.2320187e-02  -9.1461675e-02  -8.9453846e-01   9.7004291e-02
  -1.0723179e+02   3.7996668e+01   9.1947951e-02  -1.5951057e-01  -1.0730562e+00   1.8411422e-01
  -1.0723180e+02   3.7997119e+01   1.0530434e-02  -2.2472273e-01  -6.5560207e-01   2.2496932e-01
  -1.0723182e+02   3.7997569e+01  -2.6413447e-01   1.6190175e-01  -1.7980932e+00   3.0980509e-01
  -1.0723183e+02   3.7998020e+01   1.7726105e-01  -4.6718822e-02  -3.5066010e-01   1.8331429e-01
  -1.0723184e+02   3.7998470e+01  -3.4199447e-01   1.5842728e-01  -3.4987134e+00   3.7690770e-01
  -1.0723190e+02   3.8000273e+01  -4.6234033e-02   6.5869648e-02  -5.1402783e-01   8.0476061e-02
  -1.0723191e+02   3.8000723e+01  -1.7092550e-01  -5.2215971e-01  -1.3834703e+00   5.4942359e-01
  -1.0723192e+02   3.8001174e+01  -1.5423270e-01   8.7329875e-04  -5.7812563e-02   1.5423518e-01
  -1.0723194e+02   3.8001624e+01  -3.3691470e-02  -4.0742781e-02  -2.6280699e-01   5.2868605e-02
  -1.0723195e+02   3.8002075e+01  -1.2547698e-01  -1.7851832e-01  -7.8471091e-01   2.1820464e-01
  -1.0723197e+02   3.8002525e+01  -1.5925117e-01  -1.9650054e-02  -8.4848180e-01   1.6045890e-01
  -1.0723198e+02   3.8002976e+01  -5.5464567e-02  -7.2451575e-02  -5.4309199e-01   9.1244446e-02
  -1.0723199e+02   3.8003426e+01  -1.5726612e-01  -8.7950368e-02  -4.1217318e-01   1.8018851e-01
  -1.0723201e+02   3.8003877e+01  -1.1663918e+00   9.1338394e-01  -2.6915853e+00   1.4814655e+00
  -1.0723202e+02   3.8004328e+01   1.3436769e-01  -2.6321412e-01  -7.0268232e-01   2.9552724e-01
  -1.0723203e+02   3.8004778e+01   1.5822538e-01  -2.4246284e-01  -6.0888705e-01   2.8952288e-01
  -1.0723205e+02   3.8005229e+01   1.3462364e-01  -9.9523026e-02  -3.1080182e-01   1.6741672e-01
  -1.0723206e+02   3.8005679e+01  -6.5091523e-02  -2.4115663e-01  -6.2425949e-01   2.4978676e-01
  -1.0723208e+02   3.8006130e+01   7.2909107e-02  -1.3316796e-01  -4.6499684e-01   1.5182044e-01
  -1.0723209e+02   3.8006580e+01   1.1413945e-01  -1.6026465e-01  -5.2026659e-01   1.9675511e-01
  -1.0723210e+02   3.8007031e+01  -3.2592085e-01   1.8959365e-01  -2.1058643e+00   3.7705458e-01
  -1.0723083e+02   3.7984063e+01   1.8128279e-01  -6.8791229e-02  -4.4782943e-01   1.9389606e-01
  -1.0723085e+02   3.7984514e+01   2.0405591e-01  -5.4061842e-02  -7.3751878e-01   2.1109594e-01
  -1.0723086e+02   3.7984965e+01   1.9332414e-01  -9.4286445e-02  -8.7312497e-01   2.1509105e-01
  -1.0723088e+02   3.7985415e+01   2.1554938e-01   1.3379030e-01  -1.8174810e+00   2.5369545e-01
  -1.0723090e+02   3.7986316e+01   5.1325451e-01  -1.2815063e-02  -3.6221009e-01   5.1341447e-01
  -1.0723092e+02   3.7986767e+01   2.3117092e-01  -1.5851958e-01  -1.1586121e+00   2.8030065e-01
  -1.0723093e+02   3.7987217e+01  -1.7461326e-02   1.1110658e-02  -1.4299634e+00   2.0696488e-02
  -1.0723094e+02   3.7987668e+01   2.8708879e-01   9.0529544e-02  -1.5415490e+00   3.0102421e-01
  -1.0723096e+02   3.7988118e+01   2.8856035e-01   1.2782102e-01  -1.4109906e+00   3.1560306e-01
  -1.0723097e+02   3.7988569e+01   2.3764256e-01   1.9937289e-01  -8.2948778e-01   3.1019918e-01
  -1.0723098e+02   3.7989020e+01   1.4511538e-01   6.3729610e-02  -4.0345221e-01   1.5849270e-01
  -1.0723100e+02   3.7989470e+01   1.3413193e-01   9.9510722e-03  -8.1756120e-01   1.3450055e-01
  -1.0723101e+02   3.7989921e+01   6.4694795e-02  -5.4989459e-02  -7.5956260e-01   8.4907345e-02
  -1.0723103e+02   3.7990371e+01   1.0831186e-01   2.2802992e-02  -5.4317065e-01   1.1068620e-01
  -1.0723104e+02   3.7990822e+01   1.2449831e-01  -4.6378302e-02  -6.0473198e-01   1.3285622e-01
  -1.0723105e+02   3.7991272e+01  -1.0743514e-01  -2.8509439e-01  -1.0774415e+00   3.0466559e-01
  -1.0723107e+02   3.7991723e+01  -1.6372302e-01  -3.1449870e-01  -1.2504340e+00   3.5456263e-01
  -1.0723108e+02   3.7992173e+01  -8.3505248e-01   2.4509375e-01  -2.7422387e+00   8.7027788e-01
  -1.0723109e+02   3.7992624e+01  -1.4699713e+00   1.0727858e+00  -3.7359092e+00   1.8198036e+00
  -1.0723112e+02   3.7993525e+01  -1.5110884e-01  -1.2433799e-01  -1.1237852e+00   1.9568806e-01
  -1.0723113e+02   3.7993976e+01  -5.8421240e-02  -1.3344912e-01  -9.2879304e-01   1.4567673e-01
  -1.0723115e+02   3.7994426e+01  -1.6446188e-01   7.2719351e-03  -3.6223503e+00   1.6462257e-01
  -1.0723116e+02   3.7994877e+01   1.8297160e-01  -1.3277100e-01  -2.6090463e-01   2.2606801e-01
  -1.0723118e+02   3.7995327e+01   1.9247422e-01  -1.3662331e-01  -1.0862154e+00   2.3603444e-01
  -1.0723119e+02   3.7995778e+01  -4.5433986e-03  -1.5703050e-01  -1.3700302e+00   1.5709621e-01
  -1.0723120e+02   3.7996228e+01   7.5382806e-02  -1.3417947e-02  -6.7219039e-01   7.6567674e-02
  -1.0723122e+02   3.7996679e+01   1.4377952e-02  -7.6009758e-02  -1.0822990e+00   7.7357668e-02
  -1.0723123e+02   3.7997130e+01   1.5625214e-01  -1.4863271e-01  -1.2501754e+00   2.1565346e-01
  -1.0723124e+02   3.7997580e+01   1.6270814e-01  -9.4707690e-02  -9.1331321e-01   1.8826440e-01
  -1.0723126e+02   3.7998031e+01   6.1604701e-02  -2.5068415e-02  -9.6395946e-01   6.6509884e-02
  -1.0723127e+02   3.7998481e+01  -4.5748963e-02   6.8581857e-02  -2.4838728e-01   8.2440516e-02
  -1.0723128e+02   3.7998932e+01  -1.3692092e+00   1.4580592e+00   3.7982959e+00   2.0001676e+00
  -1.0723130e+02   3.7999382e+01  -1.2352358e+00   1.0754063e+00  -9.1520851e-01   1.6377747e+00
  -1.0723131e+02   3.7999833e+01   9.2539891e-01  -2.4019322e-02  -3.1602417e+00   9.2571058e-01
  -1.0723133e+02   3.8000283e+01   1.5051080e-01   4.4729222e-02  -1.1436301e+00   1.5701658e-01
  -1.0723134e+02   3.8000734e+01   3.0805451e-01  -1.8164109e-01  -1.0185470e+00   3.5761861e-01
  -1.0723135e+02   3.8001185e+01   6.8702246e-02   9.5120118e-02  -7.9536699e-01   1.1733642e-01
  -1.0723137e+02   3.8001635e+01   1.0088110e-01   8.2186429e-02  -3.9868192e-01   1.3012150e-01
  -1.0723138e+02   3.8002086e+01  -2.9981439e-01   3.6947154e-02  -6.9288620e-01   3.0208237e-01
  -1.0723139e+02   3.8002536e+01  -9.6914588e-02   1.3678154e-02  -1.0773827e+00   9.7875070e-02
  -1.0723141e+02   3.8002987e+01  -1.2259763e-01   1.2233221e-02  -5.9148700e-01   1.2320645e-01
  -1.0723142e+02   3.8003437e+01  -1.3025971e-01  -2.4326255e-01  -3.3615412e-01   2.7594249e-01
  -1.0723144e+02   3.8003888e+01   1.6996880e-01  -2.4928320e-01  -3.7135021e-01   3.0171428e-01
  -1.0723145e+02   3.8004338e+01   1.2130273e-01  -2.3330267e-01  -6.0964010e-01   2.6295339e-01
  -1.0723146e+02   3.8004789e+01   7.5062357e-02   1.3816791e-02  -3.9896633e-01   7.6323398e-02
  -1.0723148e+02   3.8005240e+01   8.4060108e-02  -9.6392421e-02  -3.7537850e-01   1.2789684e-01
  -1.0723149e+02   3.8005690e+01  -2.0467284e-01  -6.5509348e-01  -9.7659615e-01   6.8632240e-01
  -1.0723153e+02   3.8007042e+01   1.5649959e-02  -2.6249253e-01  -2.6948287e+00   2.6295865e-01
  -1.0723026e+02   3.7984074e+01   1.6778059e-01   4.5479194e-02  -1.0864902e+00   1.7383522e-01
  -1.0723028e+02   3.7984525e+01   2.1128117e-01  -2.0921154e-01  -9.1861920e-01   2.9733684e-01
  -1.0723029e+02   3.7984975e+01   2.0455075e-01   3.6261807e-02  -5.0807969e-01   2.0774004e-01
  -1.0723030e+02   3.7985426e+01   2.1813488e-01   5.7144421e-02  -3.1867717e-01   2.2549570e-01
  -1.0723032e+02   3.7985877e+01   1.1194456e+00  -4.2506346e-01  -2.0347243e+00   1.1974295e+00
  -1.0723033e+02   3.7986327e+01   5.3003697e-01  -5.1505258e-01  -1.1095147e-01   7.3906586e-01
  -1.0723034e+02   3.7986778e+01   3.1362970e-01   1.5362032e-01  -1.3748964e+00   3.4923171e-01
  -1.0723036e+02   3.7987228e+01   4.3782079e-01  -1.0411177e-01  -1.9353871e-01   4.5002923e-01
  -1.0723037e+02   3.7987679e+01  -7.7790891e-04   1.7972924e-01  -2.4408610e+00   1.7973093e-01
  -1.0723039e+02   3.7988129e+01   4.0272489e-01  -4.0520254e-02  -3.6101903e+00   4.0475823e-01
  -1.0723040e+02   3.7988580e+01  -3.0260669e-01  -2.5953637e-01   1.3197061e+00   3.9866017e-01
  -1.0723041e+02   3.7989030e+01   8.0857844e-02   1.5821288e-01  -1.3530790e+00   1.7767753e-01
  -1.0723043e+02   3.7989481e+01   1.8335920e-01  -2.0433021e-01  -1.1964775e+00   2.7453858e-01
  -1.0723044e+02   3.7989932e+01  -5.2733343e-02  -3.3958946e-02  -1.9317489e+00   6.2721730e-02
  -1.0723045e+02   3.7990382e+01   1.2672945e-01  -3.1772822e-02  -1.2973841e+00   1.3065170e-01
  -1.0723047e+02   3.7990833e+01   4.3045802e-02  -2.0011111e-01  -1.0122813e+00   2.0468854e-01
  -1.0723048e+02   3.7991283e+01   3.7345744e-01   2.6173144e-01  -6.9467372e-01   4.5604145e-01
  -1.0723049e+02   3.7991734e+01   5.5596254e-01  -1.1359839e+00  -1.8550360e+00   1.2647347e+00
  -1.0723051e+02   3.7992184e+01  -3.0525846e-01  -2.5603023e+00  -4.4996547e+00   2.5784357e+00
  -1.0723054e+02   3.7993085e+01  -3.1606709e-01   6.0450837e-01  -2.4660180e+00   6.8215011e-01
  -1.0723056e+02   3.7993987e+01  -5.5335328e-01   6.1888425e-02  -1.2092426e+00   5.5680340e-01
  -1.0723058e+02   3.7994437e+01   3.0832243e-01   2.2077971e-01  -2.1547689e+00   3.7921815e-01
  -1.0723059e+02   3.7994888e+01   2.0101516e-01   6.5499565e-02  -8.8589100e-02   2.1141733e-01
